name,inliers
100_1.jpg,25.0
100_2.jpg,61.0
101_1.jpg,29.0
101_2.jpg,82.0
102_1.jpg,27.0
102_2.jpg,82.0
103_1.jpg,22.0
103_2.jpg,75.0
104_1.jpg,17.0
104_2.jpg,71.0
105_1.jpg,30.0
105_2.jpg,111.0
106_1.jpg,36.0
106_2.jpg,70.0
107_1.jpg,30.0
107_2.jpg,70.0
108_1.jpg,
109_1.jpg,20.0
109_2.jpg,63.0
10_1.jpg,65.0
10_2.jpg,130.0
110_1.jpg,28.0
110_2.jpg,57.0
111_1.jpg,
111_2.jpg,45.0
111_3.jpg,25.0
112_1.jpg,
112_2.jpg,92.0
112_3.jpg,125.0
113_1.jpg,21.0
113_2.jpg,47.0
114_1.jpg,
114_2.jpg,64.0
114_3.jpg,140.0
115_1.jpg,
115_2.jpg,113.0
115_3.jpg,78.0
116_1.jpg,70.0
116_2.jpg,131.0
117_1.jpg,120.0
117_2.jpg,148.0
118_1.jpg,88.0
118_2.jpg,129.0
119_1.jpg,29.0
119_2.jpg,84.0
11_1.jpg,46.0
11_2.jpg,124.0
120_1.jpg,32.0
120_2.jpg,76.0
121_1.jpg,23.0
121_2.jpg,72.0
122_1.jpg,35.0
122_2.jpg,91.0
123_1.jpg,35.0
123_2.jpg,121.0
124_1.jpg,125.0
124_2.jpg,141.0
125_1.jpg,
125_2.jpg,131.0
125_3.jpg,130.0
126_1.jpg,
126_2.jpg,92.0
126_3.jpg,147.0
127_1.jpg,91.0
127_2.jpg,150.0
128_1.jpg,86.0
128_2.jpg,140.0
129_1.jpg,111.0
129_2.jpg,149.0
12_1.jpg,34.0
12_2.jpg,105.0
130_1.jpg,79.0
130_2.jpg,144.0
131_1.jpg,58.0
131_2.jpg,127.0
132_1.jpg,13.0
132_2.jpg,26.0
133_1.jpg,34.0
133_2.jpg,68.0
134_1.jpg,36.0
134_2.jpg,105.0
135_1.jpg,48.0
135_2.jpg,91.0
136_1.jpg,
136_2.jpg,150.0
136_3.jpg,129.0
137_1.jpg,136.0
137_2.jpg,140.0
138_1.jpg,
138_2.jpg,150.0
138_3.jpg,108.0
139_1.jpg,95.0
139_2.jpg,142.0
13_1.jpg,61.0
13_2.jpg,122.0
140_1.jpg,
140_2.jpg,140.0
140_3.jpg,150.0
140_4.jpg,
141_1.jpg,38.0
141_2.jpg,78.0
142_1.jpg,26.0
142_2.jpg,104.0
143_1.jpg,28.0
143_2.jpg,79.0
144_1.jpg,34.0
144_2.jpg,80.0
145_1.jpg,149.0
145_2.jpg,143.0
146_1.jpg,96.0
146_2.jpg,129.0
147_1.jpg,90.0
147_2.jpg,142.0
147_3.jpg,
148_1.jpg,80.0
148_2.jpg,140.0
148_3.jpg,
149_1.jpg,21.0
149_2.jpg,97.0
14_1.jpg,36.0
14_2.jpg,119.0
150_1.jpg,13.0
150_2.jpg,30.0
151_1.jpg,14.0
151_2.jpg,20.0
152_1.jpg,9.0
152_2.jpg,29.0
153_1.jpg,14.0
153_2.jpg,20.0
154_1.jpg,13.0
154_2.jpg,30.0
155_1.jpg,147.0
155_2.jpg,150.0
156_1.jpg,24.0
156_2.jpg,58.0
157_1.jpg,41.0
157_2.jpg,128.0
158_1.jpg,24.0
158_2.jpg,58.0
159_1.jpg,94.0
159_2.jpg,101.0
15_1.jpg,113.0
15_2.jpg,139.0
15_3.jpg,
160_1.jpg,56.0
160_2.jpg,142.0
161_1.jpg,110.0
161_2.jpg,112.0
162_1.jpg,
162_2.jpg,63.0
162_3.jpg,149.0
163_1.jpg,90.0
163_2.jpg,141.0
164_1.jpg,121.0
164_2.jpg,144.0
165_1.jpg,33.0
165_2.jpg,109.0
165_3.jpg,
166_1.jpg,26.0
166_2.jpg,92.0
167_1.jpg,30.0
167_2.jpg,108.0
168_1.jpg,91.0
168_2.jpg,149.0
169_1.jpg,34.0
169_2.jpg,89.0
16_1.jpg,
16_2.jpg,102.0
16_3.jpg,55.0
170_1.jpg,
170_2.jpg,122.0
171_1.jpg,
171_2.jpg,146.0
172_1.jpg,26.0
172_2.jpg,102.0
173_1.jpg,116.0
173_2.jpg,138.0
174_1.jpg,129.0
174_2.jpg,149.0
175_1.jpg,109.0
175_2.jpg,145.0
176_1.jpg,69.0
176_2.jpg,138.0
177_1.jpg,75.0
177_2.jpg,135.0
178_1.jpg,61.0
178_2.jpg,140.0
179_1.jpg,138.0
179_2.jpg,139.0
179_3.jpg,
17_1.jpg,
17_2.jpg,70.0
17_3.jpg,146.0
180_1.jpg,31.0
180_2.jpg,123.0
181_1.jpg,
181_2.jpg,130.0
181_3.jpg,131.0
181_4.jpg,
182_1.jpg,67.0
182_2.jpg,141.0
183_1.jpg,96.0
183_2.jpg,149.0
184_1.jpg,79.0
184_2.jpg,124.0
185_1.jpg,109.0
185_2.jpg,145.0
186_1.jpg,92.0
186_2.jpg,121.0
187_1.jpg,
187_2.jpg,144.0
188_1.jpg,99.0
188_2.jpg,140.0
189_1.jpg,55.0
189_2.jpg,127.0
18_1.jpg,73.0
18_2.jpg,134.0
190_1.jpg,94.0
190_2.jpg,142.0
191_1.jpg,87.0
191_2.jpg,146.0
192_1.jpg,58.0
192_2.jpg,142.0
193_1.jpg,105.0
193_2.jpg,150.0
194_1.jpg,58.0
194_2.jpg,132.0
195_1.jpg,123.0
195_2.jpg,145.0
196_1.jpg,99.0
196_2.jpg,142.0
197_1.jpg,58.0
197_2.jpg,144.0
198_1.jpg,60.0
198_2.jpg,139.0
199_1.jpg,73.0
199_2.jpg,88.0
19_1.jpg,35.0
19_2.jpg,104.0
1_1.jpg,42.0
1_2.jpg,68.0
200_1.jpg,119.0
200_2.jpg,149.0
201_1.jpg,113.0
201_2.jpg,149.0
